naics,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23
623110,1379,374,200,150,124,110,99,114,300,948,972,1562,847,703,241,125,161,86,110,56,44,99,156
623210,1461,820,551,287,191,164,130,125,193,326,224,347,250,331,207,130,199,83,71,25,17,27,21
623220,833,403,266,205,145,110,109,81,136,250,163,222,145,186,101,75,118,46,40,21,15,20,40
623311,605,288,231,177,139,128,123,110,184,283,168,221,167,244,141,66,103,37,52,25,21,44,60
623312,5526,2333,1254,778,541,406,345,291,443,513,224,207,91,100,75,57,100,49,51,35,24,38,59
623990,853,438,310,196,150,106,76,64,106,159,115,135,73,114,65,42,59,39,27,12,5,9,14
624110,3895,1324,629,393,276,158,145,142,157,269,132,153,98,128,86,64,78,50,41,20,13,13,20
624120,18633,2718,1542,1008,773,661,570,435,792,1268,783,893,483,517,321,171,288,123,112,48,33,49,58
624190,11520,2872,1356,823,460,347,275,229,305,464,306,419,270,302,182,116,163,72,70,28,13,38,47
624210,1574,579,209,126,75,68,46,45,69,101,58,69,38,46,25,9,24,12,7,3,2,2,3
624221,657,508,357,270,198,167,107,79,119,180,101,121,55,71,34,28,47,21,21,6,5,7,6
624229,1326,637,367,219,102,75,65,61,72,135,69,92,70,85,44,35,45,22,24,7,8,8,5
624230,345,90,40,24,16,7,11,8,8,13,10,16,11,7,13,7,6,5,4,,1,3,2
624310,1099,377,198,148,115,92,73,72,121,250,175,284,211,262,164,111,176,73,58,33,20,27,13
624410,24465,11521,7490,4763,3111,2084,1400,924,1091,874,348,381,231,249,137,88,110,52,43,28,14,26,32
711110,1765,449,210,111,90,74,56,58,67,100,71,65,40,22,11,4,10,3,2,6,3,2,4
711120,343,88,53,24,16,8,5,2,9,13,6,7,5,4,3,,2,,,,,,
711130,3284,543,195,84,40,23,27,14,22,39,42,37,13,16,5,4,2,3,2,,,,
711190,254,35,15,13,1,5,2,2,5,1,4,1,1,2,1,1,,,,,,1,1
711211,407,92,49,42,36,25,14,16,24,32,8,15,12,22,24,17,16,13,20,4,,3,5
711212,341,55,21,16,8,9,7,5,7,10,9,11,8,11,5,6,10,3,5,4,1,5,8
711219,1913,328,137,67,35,35,20,14,15,16,7,7,3,3,3,1,3,1,1,,1,3,
711310,1514,399,202,108,89,49,45,35,42,78,47,42,22,28,11,12,19,17,21,5,,4,14
711320,3181,504,150,80,53,31,22,11,19,32,11,13,5,13,2,3,1,4,3,2,,1,6
711410,3090,382,101,58,38,15,9,11,15,18,8,6,5,3,6,2,1,,2,,,2,3
711510,22241,1097,354,138,73,46,26,19,19,38,10,11,7,8,5,1,,,,2,,,
712110,2746,827,341,197,113,83,71,64,63,105,73,82,39,39,21,9,13,6,6,,2,1,5
712120,649,149,64,36,23,16,15,9,10,19,12,10,3,4,3,,2,,,,,,
712130,204,83,52,27,32,19,20,12,20,22,16,25,16,20,9,6,10,2,3,1,,3,1
712190,298,89,50,31,24,5,7,7,8,11,5,7,,5,3,,2,1,1,,,2,1
713110,184,52,29,18,15,10,11,7,7,13,10,10,8,7,8,2,2,1,4,1,,3,9
713120,1096,406,237,180,97,92,65,47,61,86,45,16,8,12,4,3,2,3,2,1,,,2
713210,26,10,5,4,2,3,2,4,10,11,10,25,22,25,17,10,18,7,13,8,7,8,8
713290,561,421,213,116,62,34,34,19,27,42,19,28,28,16,11,7,10,4,3,6,3,11,7
713910,3984,1465,823,588,504,350,309,285,410,706,380,319,118,75,26,25,21,16,9,10,3,9,25
713920,71,31,18,13,9,8,12,2,10,23,18,24,22,33,17,6,14,7,2,1,1,8,6
713930,2187,724,261,119,71,44,43,18,39,43,21,14,10,10,3,4,6,3,1,2,,6,3
713940,13905,4353,2214,1332,842,593,451,342,451,620,319,332,162,136,88,51,79,33,48,29,12,39,49
713950,849,611,522,363,278,176,132,82,123,96,39,25,8,6,5,3,2,3,1,3,,,2
713990,10742,2397,1031,563,355,208,158,104,159,166,66,67,30,32,31,17,21,11,11,4,2,8,10
721110,14190,6434,5134,3981,2852,1733,1064,668,880,976,512,509,249,264,129,92,137,66,63,27,19,45,67
721120,9,5,1,1,1,1,1,2,4,3,5,12,8,19,13,19,27,22,23,18,14,22,19
721191,2101,450,181,78,43,32,23,14,17,15,9,6,,4,1,,,1,,1,,,
721199,1034,181,73,39,14,11,8,10,7,8,2,1,2,3,1,1,3,1,,,,2,4
721211,3102,582,163,81,40,20,15,16,12,19,8,13,5,8,4,2,3,2,,1,,4,3
721214,1451,425,191,100,60,35,37,22,52,64,37,39,16,18,9,13,18,11,13,13,4,11,5
721310,1280,376,182,56,10,8,4,7,8,4,4,1,4,6,5,3,1,2,3,2,,3,1
722310,1301,439,212,118,89,54,41,38,61,75,34,54,34,40,24,24,34,14,22,11,10,15,20
722320,5649,1840,928,525,404,255,191,166,198,276,138,109,46,41,23,11,23,9,5,5,2,6,14
722330,3196,360,106,47,22,18,13,3,9,7,7,6,,4,,,1,,,1,1,1,1
722410,20077,10117,3662,1888,1148,783,562,384,513,535,181,107,30,35,14,11,13,8,5,5,4,3,10
722511,65993,39793,25885,17792,12876,9492,7007,5423,7546,8487,2783,1701,560,408,212,126,200,106,96,70,39,74,101
722513,59039,28667,16807,10356,6968,4724,3244,2463,3326,4046,1642,1588,901,1003,532,336,428,165,153,76,35,77,66
722514,1831,1205,553,286,225,117,91,73,105,160,75,35,19,16,12,8,7,8,2,5,4,4,8
722515,18783,9854,5554,2948,1470,829,481,301,394,442,187,143,69,78,33,12,37,13,15,5,1,19,16
811111,54842,15988,3188,1002,447,253,133,103,118,137,76,96,47,65,35,17,39,15,21,13,6,24,43
811112,1386,288,58,15,9,3,2,4,,1,2,,,1,,,,,,1,,,
811113,3339,1089,188,44,20,9,4,1,3,2,1,,1,2,1,1,,1,,,,,
811118,2539,684,151,58,28,16,5,5,8,9,1,3,2,3,3,4,3,,,1,,,3
811121,18584,7508,2979,1255,585,287,195,115,179,148,77,79,47,46,12,9,17,13,4,2,1,7,14
811122,3532,729,190,68,23,28,13,10,20,11,8,5,4,5,,2,2,,1,1,,3,1
811191,2260,1474,444,168,91,60,42,29,48,48,33,25,10,25,12,4,7,2,1,3,,1,5
811192,7365,2255,1041,682,460,331,276,209,253,228,70,60,24,27,15,4,13,2,9,4,1,6,6
811198,2927,487,74,30,11,6,11,3,1,3,1,8,2,5,2,,2,2,3,1,2,5,3
811211,1273,254,51,22,10,10,4,3,7,10,3,4,3,2,,2,2,2,1,1,1,2,6
811212,3650,635,148,60,37,29,14,17,24,21,11,18,11,11,4,7,2,5,3,1,2,3,14
811213,930,241,81,33,25,11,12,9,14,19,10,11,3,4,2,2,3,,,,2,,5
811219,1861,484,164,76,53,31,23,18,20,30,18,11,10,15,7,4,4,3,4,1,2,8,28
811310,12359,3648,1343,616,346,225,147,104,140,181,86,78,47,66,37,32,36,22,32,17,13,38,84
811411,1471,172,21,4,5,,2,1,,1,1,,1,,,1,2,,,,,,3
811412,3232,528,135,68,29,20,15,4,4,8,3,2,1,3,1,1,1,1,1,,,3,3
811420,2898,577,111,50,25,9,7,5,1,3,2,,2,1,,,3,,,,,1,1
811430,872,86,17,4,4,,,1,2,1,1,,,,,,,,,,,,
811490,7774,1034,238,89,50,21,15,11,21,21,10,7,4,,6,2,2,1,2,2,,2,12
812111,3131,412,114,54,22,6,9,8,10,16,6,4,4,2,,,1,,,1,,,1
812112,42559,11521,4361,1930,1065,654,399,286,359,355,136,106,43,33,19,6,7,,3,2,2,1,5
812113,15445,3641,743,215,100,45,18,14,11,4,3,1,1,1,,1,,,,1,,,
812191,836,248,82,26,15,11,5,2,2,5,9,6,4,2,1,2,,1,1,,,,3
812199,11187,2831,992,501,338,231,172,142,153,143,33,46,14,13,3,2,8,1,4,,2,2,2
812210,5380,3279,1286,567,261,138,92,57,80,68,29,22,6,2,1,1,3,1,1,1,,1,1
812220,2700,669,226,98,44,40,35,14,22,32,15,19,8,10,2,2,4,2,2,2,1,1,1
812310,7550,1629,324,125,71,33,19,24,16,21,9,11,3,7,3,1,3,,1,,,1,1
812320,11539,3986,1517,768,404,245,156,113,138,120,64,59,16,15,5,4,3,3,1,,2,3,12
812331,171,84,35,36,24,16,17,16,25,36,23,37,17,13,11,3,6,3,7,,1,5,17
812332,87,42,34,29,18,16,11,12,23,33,16,28,11,12,8,3,5,3,1,,1,2,9
812910,9932,2970,1170,522,276,147,71,50,61,43,12,17,4,7,1,,,,1,,1,,1
812921,325,82,47,18,6,9,7,1,5,9,4,3,2,2,,,1,,1,1,,,1
812922,141,22,5,1,,,2,,,1,,,,1,,,,,,,,,
812930,1313,606,250,134,96,70,55,49,57,77,55,59,26,21,15,9,7,5,9,5,4,3,12
812990,10178,1274,392,188,91,55,27,29,31,45,15,20,16,10,4,1,6,,1,1,,2,2
813110,106103,41456,12851,6393,4085,2719,1937,1475,2085,2376,1027,758,266,210,77,26,49,16,19,7,6,11,9
813211,7926,1457,464,257,162,99,68,52,81,99,50,58,37,35,15,12,19,9,17,8,8,18,43
813212,1827,488,200,93,66,39,30,25,40,45,17,25,10,14,5,3,9,10,18,5,6,36,75
813219,2351,487,170,97,55,36,34,26,50,44,20,31,18,12,7,4,6,2,1,,,1,4
813311,1492,497,210,120,80,42,28,21,27,38,19,22,9,11,9,6,6,4,3,1,1,1,1
813312,3175,1161,554,282,167,104,81,52,66,74,41,37,12,17,7,6,6,3,1,,,1,
813319,3976,1081,374,184,114,69,56,43,44,66,38,36,10,16,11,9,10,4,7,1,1,3,5
813410,13449,5965,1965,827,436,309,220,122,222,277,152,151,74,50,33,17,20,14,12,11,1,7,3
813910,11019,2472,748,362,230,156,115,69,106,162,60,54,32,18,11,2,11,4,4,2,4,3,6
813920,4069,1055,402,215,130,96,77,39,81,130,65,63,31,25,12,9,7,4,4,1,3,2,2
813930,6194,3489,1619,735,417,234,142,88,164,169,67,56,32,27,8,10,16,3,,,1,,1
813940,2248,304,86,46,20,15,6,7,15,10,6,3,1,,,,,,1,,,,
813990,13545,3114,1422,632,364,207,122,94,119,121,58,63,24,20,10,9,9,4,3,3,1,1,5
